Number,Type,Skin,NumberTraits,Traits,Rarity,HiddenTraits,Owner
5238,Male,Dark-skinned,3,"['Classic Shades', 'Messy Hair', 'Smile']",4367,,0xcc72F7
5239,Male,Light-skinned,2,"['Clown Hair Green', 'Handlebars']",2471,,0x8AD272
5240,Male,Dark-skinned,2,"['3D Glasses', 'Knitted Cap']",6430,,0xEC6d36
5241,Male,Light-skinned,4,"['Do-rag', 'Horned Rim Glasses', 'Shadow Beard', 'Silver Chain']",2912,,0xF40B3d
5242,Male,Light-skinned,3,"['Big Shades', 'Cowboy Hat', 'Shadow Beard']",1451,,0x888522
5243,Female,Mid-skinned,3,"['Black Lipstick', 'Earring', 'Headband']",8680,,0x645a88
5244,Male,Dark-skinned,3,"['Cigarette', 'Earring', 'Messy Hair']",9721,,0xaEC988
5245,Male,Mid-skinned,3,"['3D Glasses', 'Do-rag', 'Goat']",6300,,0x1fF60E
5246,Male,Light-skinned,2,"['Fedora', 'Gold Chain']",3376,,0xb268F2
5247,Male,Mid-skinned,3,"['Chinstrap', 'Horned Rim Glasses', 'Mohawk']",6218,,0xAE7721
5248,Female,Mid-skinned,3,"['Earring', 'Green Eye Shadow', 'Mohawk']",5782,,0x800B4d
5249,Male,Light-skinned,3,"['Classic Shades', 'Earring', 'Headband']",8616,,0xfe0D9a
5250,Female,Light-skinned,2,"['Blue Eye Shadow', 'Knitted Cap']",5650,,0x7797Cf
5251,Female,Light-skinned,5,"['Bandana', 'Clown Eyes Blue', 'Earring', 'Hot Lipstick', 'Vape']",3336,,0x800B4d
5252,Male,Dark-skinned,3,"['Clown Eyes Blue', 'Front Beard Dark', 'Shaved Head']",5022,,0x268169
5253,Zombie,Zombie-skinned,2,"['Messy Hair', 'Mole']",560,,0x66c7A7
5254,Female,Dark-skinned,3,"['Cigarette', 'Clown Eyes Blue', 'Stringy Hair']",8580,,
5255,Male,Dark-skinned,3,"['Buck Teeth', 'Normal Beard', 'Shaved Head']",358,,0x577eBC
5256,Female,Dark-skinned,3,"['Hot Lipstick', 'Mole', 'Wild Blonde']",1701,,0xa4288b
5257,Male,Albino-skinned,4,"['Handlebars', 'Mohawk Dark', 'Regular Shades', 'Vape']",5452,,0x062C54
5258,Male,Dark-skinned,2,"['Clown Eyes Blue', 'Headband']",8478,,0x51688C
5259,Male,Dark-skinned,3,"['Do-rag', 'Earring', 'Normal Beard Black']",6745,,0x3FC175
5260,Male,Mid-skinned,3,"['Clown Eyes Green', 'Gold Chain', 'Shaved Head']",3418,,0x00B278
5261,Male,Light-skinned,5,"['Crazy Hair', 'Earring', 'Gold Chain', 'Horned Rim Glasses', 'Smile']",3263,,0x66c7A7
5262,Male,Dark-skinned,1,['Muttonchops'],4472,,0x30FE9e
5263,Male,Light-skinned,2,"['Frown', 'Pipe']",4392,,0xa25803
5264,Female,Dark-skinned,2,"['Purple Eye Shadow', 'Wild Blonde']",1514,,0xC2F87f
5265,Female,Light-skinned,3,"['Cap', 'Clown Eyes Green', 'Earring']",8128,,0x6F4A2d
5266,Female,Mid-skinned,2,"['Purple Lipstick', 'Straight Hair']",2847,,0x52aD8f
5267,Female,Dark-skinned,3,"['Purple Lipstick', 'Straight Hair Blonde', 'Vape']",1558,,0xcFD9cc
5268,Male,Mid-skinned,3,"['Bandana', 'Front Beard', 'Horned Rim Glasses']",6108,,0x7f69c5
5269,Male,Mid-skinned,3,"['Chinstrap', 'Knitted Cap', 'Small Shades']",6169,,0xcdd84c
5270,Female,Light-skinned,2,"['Mole', 'Straight Hair Blonde']",1706,,0x4c1147
5271,Female,Dark-skinned,2,"['Blonde Short', 'Nerd Glasses']",1181,,0x7C4532
5272,Male,Light-skinned,2,"['Big Shades', 'Clown Hair Green']",2640,,0xBeC69d
5273,Male,Light-skinned,3,"['Headband', 'Nerd Glasses', 'Shadow Beard']",8630,,0xFFc49b
5274,Male,Mid-skinned,3,"['Buck Teeth', 'Muttonchops', 'Shaved Head']",365,,0xCffC33
5275,Male,Dark-skinned,2,"['Clown Eyes Blue', 'Police Cap']",4031,,0x8bE6ad
5276,Male,Light-skinned,4,"['Frown', 'Frumpy Hair', 'Normal Beard', 'VR']",5207,['Hidden Frown'],0x3A4930
5277,Female,Mid-skinned,3,"['Clown Hair Green', 'Eye Mask', 'Hot Lipstick']",2536,,0xc8c115
5278,Male,Dark-skinned,2,"['Front Beard Dark', 'Mohawk Dark']",5114,,0x51688C
5279,Female,Dark-skinned,2,"['Bandana', 'Blue Eye Shadow']",5720,,0x0E9AED
5280,Male,Light-skinned,4,"['Cigarette', 'Muttonchops', 'Nerd Glasses', 'Wild Hair']",7730,,0x4682aa
5281,Female,Mid-skinned,2,"['Pigtails', 'Purple Lipstick']",645,,0x577eBC
5282,Female,Light-skinned,3,"['3D Glasses', 'Earring', 'Straight Hair Blonde']",1565,['Hidden Earring'],0x0a645c
5283,Male,Light-skinned,3,"['Do-rag', 'Nerd Glasses', 'Normal Beard Black']",6743,,0xD21dA7
5284,Male,Light-skinned,3,"['Frumpy Hair', 'Medical Mask', 'Regular Shades']",3566,,0xa25803
5285,Female,Light-skinned,3,"['Cap', 'Hot Lipstick', 'Regular Shades']",8173,,0x1E36A5
5286,Male,Mid-skinned,4,"['Earring', 'Shadow Beard', 'Shaved Head', 'Small Shades']",7427,,0xF5663d
5287,Male,Mid-skinned,3,"['Eye Patch', 'Mohawk Thin', 'Pipe']",7867,,0x50dd57
5288,Male,Albino-skinned,2,"['Horned Rim Glasses', 'Purple Hair']",3247,,0x4ffE38
5289,Male,Dark-skinned,2,"['Handlebars', 'Hoodie']",4813,,0xDde8DF
5290,Male,Dark-skinned,3,"['Horned Rim Glasses', 'Mohawk Dark', 'Normal Beard Black']",6827,,0xa25803
5291,Female,Light-skinned,3,"['Black Lipstick', 'Classic Shades', 'Stringy Hair']",9760,,0x12e5E3
5292,Male,Albino-skinned,3,"['Buck Teeth', 'Clown Eyes Blue', 'Frumpy Hair']",380,,0xCffC33
5293,Female,Light-skinned,3,"['Frumpy Hair', 'Mole', 'Purple Lipstick']",9434,,0xc5488B
5294,Male,Dark-skinned,3,"['Cap Forward', 'Clown Eyes Blue', 'Luxurious Beard']",4631,,0xa25803
5295,Female,Mid-skinned,4,"['Earring', 'Hot Lipstick', 'Purple Eye Shadow', 'Straight Hair Blonde']",1507,['Hidden Earring'],0xb565d5
5296,Male,Light-skinned,4,"['Earring', 'Eye Patch', 'Goat', 'Messy Hair']",7341,,0x8a5A3c
5297,Male,Albino-skinned,2,"['Shadow Beard', 'Wild Hair']",9505,,0x7760E0
5298,Male,Dark-skinned,4,"['Buck Teeth', 'Earring', 'Hoodie', 'Horned Rim Glasses']",346,['Hidden Earring'],0x26f744
5299,Zombie,Zombie-skinned,4,"['Cigarette', 'Earring', 'Handlebars', 'Mohawk Dark']",509,,0x66c7A7
5300,Male,Mid-skinned,4,"['Do-rag', 'Goat', 'Nerd Glasses', 'Silver Chain']",2908,,0x51688C
5301,Female,Mid-skinned,2,"['Blue Eye Shadow', 'Frumpy Hair']",5682,,0xad3372
5302,Female,Light-skinned,3,"['Mohawk', 'Nerd Glasses', 'Purple Lipstick']",9223,,0x00B278
5303,Male,Dark-skinned,3,"['Cigarette', 'Mustache', 'Top Hat']",802,,0x26f744
5304,Male,Light-skinned,4,"['Cigarette', 'Classic Shades', 'Earring', 'Vampire Hair']",2242,,0x062C54
5305,Male,Light-skinned,3,"['Classic Shades', 'Handlebars', 'Messy Hair']",5600,,0x40A628
5306,Male,Dark-skinned,4,"['Cigarette', 'Front Beard', 'Purple Hair', 'Spots']",891,,0x047Ce0
5307,Female,Dark-skinned,4,"['Earring', 'Purple Eye Shadow', 'Purple Lipstick', 'Red Mohawk']",1941,,0xDde8DF
5308,Male,Dark-skinned,2,"['Hoodie', 'Vape']",4821,,0x10A0B6
5309,Male,Mid-skinned,2,"['Cigarette', 'Wild Hair']",9590,,0x0e79c6
5310,Female,Albino-skinned,3,"['Earring', 'Hot Lipstick', 'Wild Blonde']",1724,,0x744739
5311,Male,Dark-skinned,3,"['Earring', 'Handlebars', 'Stringy Hair']",5612,,0xfe0D9a
5312,Zombie,Zombie-skinned,2,"['Knitted Cap', 'Luxurious Beard']",515,,0x66c7A7
5313,Male,Dark-skinned,4,"['Chinstrap', 'Fedora', 'Mole', 'Pipe']",3789,['Hidden Mole'],0xb70c1a
5314,Ape,Ape-skinned,2,"['Do-rag', 'Horned Rim Glasses']",41,,0x1757D4
5315,Male,Light-skinned,2,"['Horned Rim Glasses', 'Messy Hair']",9664,,0x470e9b
5316,Female,Albino-skinned,3,"['Blue Eye Shadow', 'Cigarette', 'Pink With Hat']",675,,0x470e9b
5317,Male,Light-skinned,2,"['Normal Beard Black', 'Police Cap']",3985,,0xa25803
5318,Male,Albino-skinned,2,"['Cowboy Hat', 'Mustache']",1395,,0x7760E0
5319,Male,Light-skinned,3,"['Big Shades', 'Mustache', 'Peak Spike']",6590,,0xE83C75
5320,Male,Light-skinned,4,"['Earring', 'Eye Mask', 'Fedora', 'Silver Chain']",2866,,0xedb309
5321,Female,Light-skinned,2,"['Mohawk Thin', 'Nerd Glasses']",9236,,0x2A5380
5322,Male,Dark-skinned,3,"['Earring', 'Knitted Cap', 'Shadow Beard']",8867,,0x4A3e3f
5323,Female,Albino-skinned,2,"['Clown Eyes Green', 'Crazy Hair']",8346,,0xcd879e
5324,Male,Light-skinned,3,"['Headband', 'Mustache', 'Nerd Glasses']",6628,,0xCed266
5325,Male,Dark-skinned,2,"['Regular Shades', 'Vampire Hair']",2275,,0x3BE89b
5326,Female,Light-skinned,2,"['Eye Patch', 'Pigtails']",621,,0x6F4A2d
5327,Male,Light-skinned,3,"['Nerd Glasses', 'Rosy Cheeks', 'Stringy Hair']",1088,,0xa25803
5328,Male,Light-skinned,3,"['3D Glasses', 'Bandana', 'Earring']",6558,,0x009a61
5329,Male,Mid-skinned,2,"['Mohawk Thin', 'Regular Shades']",9172,,0xd3e2e7
5330,Female,Mid-skinned,3,"['Crazy Hair', 'Earring', 'Horned Rim Glasses']",8760,,0x0601D0
5331,Female,Light-skinned,3,"['Cigarette', 'Earring', 'Pilot Helmet']",192,['Hidden Earring'],0xCC7C33
5332,Female,Mid-skinned,4,"['Black Lipstick', 'Nerd Glasses', 'Red Mohawk', 'Vape']",2034,,0xb89c2F
5333,Female,Mid-skinned,3,"['Cigarette', 'Dark Hair', 'Earring']",3107,['Hidden Earring'],0x01Ec73
5334,Male,Mid-skinned,4,"['Earring', 'Goat', 'Mole', 'Wild Hair']",7334,,0x0D994F
5335,Male,Mid-skinned,2,"['Do-rag', 'Luxurious Beard']",6332,,0xC480fB
5336,Zombie,Zombie-skinned,1,['Police Cap'],491,,0x66c7A7
5337,Male,Light-skinned,3,"['Earring', 'Handlebars', 'Shaved Head']",5481,,0x55758F
5338,Male,Dark-skinned,2,"['Goat', 'Vampire Hair']",2114,,0x13816F
5339,Female,Dark-skinned,3,"['Headband', 'Purple Lipstick', 'Spots']",945,,0x0Ed1E0
5340,Female,Dark-skinned,2,"['Eye Patch', 'Mohawk']",9083,,0x97FDf6
5341,Male,Dark-skinned,3,"['Cap', 'Horned Rim Glasses', 'Normal Beard Black']",6775,,0xCffC33
5342,Male,Light-skinned,4,"['Cigarette', 'Do-rag', 'Earring', 'Eye Patch']",7460,,0xEBde1C
5343,Female,Mid-skinned,2,"['Clown Eyes Blue', 'Tassle Hat']",3674,,0xC480fB
5344,Male,Albino-skinned,2,"['Buck Teeth', 'Earring']",343,,0x96B48F
5345,Female,Mid-skinned,2,"['Clown Eyes Blue', 'Straight Hair Blonde']",1625,,0x758353
5346,Male,Mid-skinned,3,"['Earring', 'Horned Rim Glasses', 'Vampire Hair']",2300,,0x8F6b1e
5347,Female,Albino-skinned,2,"['Blue Eye Shadow', 'Wild Blonde']",1529,,0x1d337f
5348,Female,Dark-skinned,2,"['Black Lipstick', 'Clown Hair Green']",2664,,0xB10004
5349,Male,Dark-skinned,3,"['Eye Mask', 'Mohawk', 'Shadow Beard']",7148,,0xBCf489
5350,Male,Mid-skinned,2,"['Horned Rim Glasses', 'Top Hat']",852,,0x23B50b
5351,Male,Light-skinned,3,"['Eye Mask', 'Hoodie', 'Muttonchops']",4892,,0x9d9dF4
5352,Male,Light-skinned,3,"['Cigarette', 'Front Beard', 'Peak Spike']",5984,,0x6F1174
5353,Male,Dark-skinned,3,"['Mohawk', 'Muttonchops', 'Small Shades']",7652,,0xA64BdD
5354,Female,Light-skinned,3,"['Black Lipstick', 'Mole', 'Stringy Hair']",9823,,
5355,Male,Dark-skinned,3,"['3D Glasses', 'Cap', 'Handlebars']",5458,,0x4564D4
5356,Male,Mid-skinned,4,"['Clown Eyes Blue', 'Earring', 'Front Beard', 'Messy Hair']",6010,,0x96B48F
5357,Male,Light-skinned,2,"['Horned Rim Glasses', 'Shaved Head']",7558,,0x7Fd6C3
5358,Female,Mid-skinned,3,"['Black Lipstick', 'Blue Eye Shadow', 'Crazy Hair']",5640,,0xC480fB
5359,Male,Mid-skinned,3,"['Clown Hair Green', 'Earring', 'Luxurious Beard']",2522,,0x6301Ad
5360,Male,Mid-skinned,1,['Small Shades'],4492,,0x01076E
5361,Female,Mid-skinned,2,"['3D Glasses', 'Blonde Short']",1129,,0xC480fB
5362,Male,Dark-skinned,5,"['Cigarette', 'Earring', 'Front Beard Dark', 'Spots', 'Stringy Hair']",893,,0xC480fB
5363,Male,Light-skinned,3,"['Cap', 'Classic Shades', 'Handlebars']",5510,,0xa25803
5364,Male,Light-skinned,3,"['Bandana', 'Cigarette', 'Classic Shades']",9882,,0x67C443
5365,Male,Mid-skinned,3,"['Horned Rim Glasses', 'Peak Spike', 'Shadow Beard']",7784,,0x69021A
5366,Male,Mid-skinned,2,"['Mohawk', 'Normal Beard']",7034,,0x516358
5367,Male,Light-skinned,3,"['Classic Shades', 'Frumpy Hair', 'Luxurious Beard']",6475,,0xB88F61
5368,Male,Light-skinned,3,"['Earring', 'Mohawk', 'Normal Beard']",7026,,0x38f18A
5369,Male,Light-skinned,2,"['Luxurious Beard', 'Peak Spike']",6351,,0xa25803
5370,Male,Light-skinned,4,"['Frumpy Hair', 'Nerd Glasses', 'Pipe', 'Shadow Beard']",7885,,0xE5545c
5371,Male,Dark-skinned,2,"['Bandana', 'Cigarette']",9988,,0x019Edc
5372,Female,Light-skinned,2,"['Classic Shades', 'Wild Blonde']",1641,,0x696ed7
5373,Female,Light-skinned,4,"['Earring', 'Frumpy Hair', 'Pipe', 'Purple Lipstick']",7887,['Hidden Earring'],0xc24F57
5374,Male,Dark-skinned,2,"['Front Beard', 'Wild Hair']",6077,,0x371b69
5375,Male,Albino-skinned,2,"['Clown Hair Green', 'Mustache']",2528,,0x8Dbbca
5376,Female,Dark-skinned,2,"['Clown Eyes Blue', 'Half Shaved']",2218,,0xa25803
5377,Male,Mid-skinned,4,"['Big Shades', 'Luxurious Beard', 'Messy Hair', 'Smile']",4255,['Hidden Smile'],0x28c42D
5378,Male,Light-skinned,2,"['Front Beard', 'Vampire Hair']",2051,,0xCC7C33
5379,Male,Mid-skinned,2,"['Clown Nose', 'Mohawk Thin']",4180,,0xCC7C33
5380,Male,Dark-skinned,3,"['Front Beard Dark', 'Mohawk Thin', 'Nerd Glasses']",5122,,0x4dE20E
5381,Male,Albino-skinned,2,"['Clown Eyes Green', 'Cowboy Hat']",1438,,0xCC7C33
5382,Male,Albino-skinned,3,"['Cigarette', 'Nerd Glasses', 'Peak Spike']",7811,,0xac31cD
5383,Female,Light-skinned,3,"['Blue Eye Shadow', 'Dark Hair', 'Vape']",2990,,0xE8075d
5384,Female,Light-skinned,3,"['Clown Eyes Green', 'Frumpy Hair', 'Purple Lipstick']",8405,,0xf5043B
5385,Female,Dark-skinned,2,"['Clown Eyes Green', 'Red Mohawk']",2193,,0x85c0C9
5386,Female,Dark-skinned,2,"['Blue Eye Shadow', 'Wild Blonde']",1532,,0xC2F87f
5387,Male,Dark-skinned,3,"['Eye Patch', 'Handlebars', 'Mohawk Dark']",5553,,0xa25803
5388,Male,Light-skinned,3,"['Eye Mask', 'Normal Beard Black', 'Vampire Hair']",2082,,0xa25803
5389,Female,Mid-skinned,2,"['Welding Goggles', 'Wild Hair']",472,,0x8F6b1e
5390,Male,Light-skinned,3,"['Big Shades', 'Handlebars', 'Mohawk Thin']",5572,,0x4322AA
5391,Female,Albino-skinned,4,"['Big Shades', 'Cigarette', 'Purple Lipstick', 'Straight Hair']",2815,,0x69021A
5392,Male,Dark-skinned,3,"['Eye Mask', 'Frumpy Hair', 'Shadow Beard']",7166,,0xcFD9cc
5393,Male,Mid-skinned,4,"['Earring', 'Front Beard', 'Peak Spike', 'Small Shades']",5981,,
5394,Male,Albino-skinned,2,"['Eye Patch', 'Mohawk']",9079,,0xD7e077
5395,Male,Mid-skinned,2,"['Mohawk Thin', 'Small Shades']",8288,,
5396,Male,Light-skinned,3,"['Chinstrap', 'Clown Eyes Green', 'Mohawk Thin']",6177,,0x53E9bD
5397,Male,Light-skinned,2,"['Purple Hair', 'Shadow Beard']",3239,,0x024BCb
5398,Female,Light-skinned,3,"['Clown Eyes Blue', 'Half Shaved', 'Hot Lipstick']",2208,,0xC33021
5399,Male,Albino-skinned,2,"['Do-rag', 'Handlebars']",5478,,0x7DECf7
5400,Male,Mid-skinned,3,"['Bandana', 'Clown Eyes Green', 'Earring']",8463,,0x4f7F2D
5401,Female,Mid-skinned,3,"['Bandana', 'Purple Lipstick', 'Rosy Cheeks']",1095,,0x062C54
5402,Male,Albino-skinned,3,"['Clown Eyes Green', 'Hoodie', 'Shadow Beard']",4943,,0x04EDE4
5403,Male,Mid-skinned,2,"['Clown Eyes Green', 'Shaved Head']",7450,,0x3BE89b
5404,Male,Light-skinned,2,"['Headband', 'Regular Shades']",8641,,0xF413aF
5405,Female,Mid-skinned,2,"['Clown Eyes Blue', 'Wild Blonde']",1626,,0x577eBC
5406,Male,Light-skinned,2,"['Gold Chain', 'Mohawk Thin']",3451,,0x78f026
5407,Female,Dark-skinned,2,"['Straight Hair Dark', 'Welding Goggles']",431,,0x744739
5408,Male,Light-skinned,2,"['Eye Patch', 'Wild Hair']",9479,,0x00B278
5409,Female,Light-skinned,3,"['Green Eye Shadow', 'Hot Lipstick', 'Pigtails']",584,,0x4bc412
5410,Male,Light-skinned,3,"['Frumpy Hair', 'Mustache', 'Rosy Cheeks']",1038,,0xCC7C33
5411,Male,Dark-skinned,3,"['Big Shades', 'Clown Nose', 'Wild Hair']",4191,,0xA2b0D8
5412,Zombie,Zombie-skinned,2,"['Crazy Hair', 'Nerd Glasses']",547,,0x82B1F2
5413,Female,Mid-skinned,3,"['Blonde Short', 'Horned Rim Glasses', 'Hot Lipstick']",1172,,0x7DECf7
5414,Female,Light-skinned,3,"['Black Lipstick', 'Silver Chain', 'Straight Hair']",2711,,0xDde8DF
5415,Male,Mid-skinned,4,"['Cigarette', 'Headband', 'Luxurious Beard', 'Regular Shades']",6387,,0x26f744
5416,Male,Dark-skinned,3,"['Earring', 'Eye Mask', 'Shaved Head']",7088,,0x94de7E
5417,Male,Mid-skinned,2,"['Luxurious Beard', 'Mohawk Thin']",6471,,0xa25803
5418,Male,Dark-skinned,4,"['Earring', 'Mustache', 'Nerd Glasses', 'Shaved Head']",6577,,0xe9137b
5419,Female,Mid-skinned,3,"['Blonde Short', 'Purple Eye Shadow', 'Purple Lipstick']",1108,,0x6F4A2d
5420,Male,Dark-skinned,3,"['Cap', 'Horned Rim Glasses', 'Luxurious Beard']",6360,,0xfBeC67
5421,Male,Mid-skinned,2,"['Pipe', 'Purple Hair']",3210,,0xC6a820
5422,Male,Light-skinned,2,"['Big Shades', 'Cap']",8196,,0x9af979
5423,Male,Light-skinned,3,"['Cap Forward', 'Frown', 'Handlebars']",4590,['Hidden Frown'],0xa25803
5424,Male,Albino-skinned,3,"['Goat', 'Purple Hair', 'Small Shades']",3192,,0x9CA9b5
5425,Male,Light-skinned,2,"['Chinstrap', 'Cowboy Hat']",1383,,0x052564
5426,Female,Mid-skinned,1,['Blue Eye Shadow'],4406,,0x1DA533
5427,Male,Light-skinned,3,"['Cap Forward', 'Cigarette', 'Earring']",4778,,0x0Fc7d8
5428,Male,Light-skinned,3,"['Eye Mask', 'Mohawk Thin', 'Mole']",7151,,0x22fa8C
5429,Female,Light-skinned,4,"['Cigarette', 'Earring', 'Nerd Glasses', 'Wild Blonde']",1682,,0x2A5380
5430,Male,Dark-skinned,3,"['Earring', 'Luxurious Beard', 'Spots']",907,,0x28904F
5431,Female,Albino-skinned,3,"['Purple Eye Shadow', 'Purple Lipstick', 'Straight Hair Blonde']",1502,,0x563f0a
5432,Female,Mid-skinned,2,"['Hot Lipstick', 'Mohawk']",9308,,0xDde8DF
5433,Male,Dark-skinned,3,"['Clown Hair Green', 'Frown', 'Muttonchops']",2458,,0x304288
5434,Male,Albino-skinned,2,"['Goat', 'Mohawk']",7316,,0x2478C4
5435,Male,Mid-skinned,3,"['Chinstrap', 'Classic Shades', 'Stringy Hair']",6252,,0x84D34f
5436,Male,Light-skinned,3,"['Crazy Hair', 'Muttonchops', 'Nerd Glasses']",7683,,0x69021A
5437,Male,Mid-skinned,3,"['Earring', 'Nerd Glasses', 'Stringy Hair']",9816,,0x268169
5438,Female,Mid-skinned,2,"['Cigarette', 'Straight Hair']",2853,,0x3cc2bD
5439,Male,Light-skinned,3,"['Earring', 'Front Beard Dark', 'Mohawk Thin']",5126,,0x11918a
5440,Male,Light-skinned,2,"['Luxurious Beard', 'Police Cap']",3968,,0x5154DC
5441,Female,Dark-skinned,4,"['Bandana', 'Black Lipstick', 'Clown Eyes Blue', 'Earring']",8588,,0x0a4053
5442,Male,Mid-skinned,2,"['Cap', 'Clown Eyes Blue']",8139,,0x51688C
5443,Male,Light-skinned,3,"['Front Beard', 'Mole', 'Wild Hair']",6073,,0xD20Ce2
5444,Male,Mid-skinned,2,"['Front Beard', 'Top Hat']",786,,0x9eB4d8
5445,Male,Dark-skinned,3,"['Cap', 'Earring', 'Eye Patch']",8148,,0xC352B5
5446,Female,Dark-skinned,4,"['Black Lipstick', 'Earring', 'Eye Patch', 'Half Shaved']",2225,['Hidden Earring'],0xCffC33
5447,Male,Mid-skinned,4,"['Cap Forward', 'Earring', 'Goat', 'Small Shades']",4678,,0xd390f2
5448,Male,Mid-skinned,2,"['Shadow Beard', 'Wild Hair']",9510,,0x8b27de
5449,Female,Mid-skinned,3,"['Black Lipstick', 'Clown Eyes Blue', 'Frumpy Hair']",8539,,0xb47e3c
5450,Male,Mid-skinned,4,"['Cigarette', 'Clown Eyes Blue', 'Front Beard Dark', 'Stringy Hair']",5075,,0xBB634E
5451,Male,Mid-skinned,3,"['Chinstrap', 'Earring', 'Mohawk Thin']",6220,,0x7797Cf
5452,Male,Dark-skinned,3,"['Big Shades', 'Cigarette', 'Mohawk Dark']",8999,,0xa25803
5453,Male,Light-skinned,4,"['Big Shades', 'Earring', 'Shadow Beard', 'Spots']",910,,0xc22E7D
5454,Male,Light-skinned,3,"['Cowboy Hat', 'Gold Chain', 'Nerd Glasses']",1346,,0x7760E0
5455,Male,Dark-skinned,2,"['Peak Spike', 'Pipe']",7620,,0x8b27de
5456,Male,Dark-skinned,4,"['Eye Patch', 'Frown', 'Headband', 'Vape']",5179,,0x784B8f
5457,Female,Dark-skinned,4,"['Black Lipstick', 'Earring', 'Green Eye Shadow', 'Straight Hair Blonde']",1539,['Hidden Earring'],0x8b27de
5458,Male,Dark-skinned,4,"['Do-rag', 'Earring', 'Mole', 'Nerd Glasses']",7563,,0x594F51
5459,Male,Light-skinned,4,"['Big Shades', 'Earring', 'Mohawk Thin', 'Muttonchops']",7707,,0xCC7C33
5460,Male,Dark-skinned,4,"['Do-rag', 'Earring', 'Eye Patch', 'Frown']",5223,,0x51688C
5461,Female,Light-skinned,2,"['Clown Eyes Blue', 'Stringy Hair']",8585,,0x561786
5462,Female,Dark-skinned,3,"['Earring', 'Hot Lipstick', 'Stringy Hair']",9853,,
5463,Male,Light-skinned,1,['Front Beard Dark'],4390,,0x43FB99
5464,Male,Dark-skinned,4,"['Earring', 'Regular Shades', 'Shaved Head', 'Silver Chain']",2914,,0xc24F57
5465,Male,Light-skinned,4,"['Chinstrap', 'Frown', 'Regular Shades', 'Shaved Head']",5186,,0xcB802B
5466,Male,Dark-skinned,1,['Smile'],4210,,0x70DD07
5467,Female,Mid-skinned,3,"['Earring', 'Hot Lipstick', 'Stringy Hair']",9855,,
5468,Female,Light-skinned,3,"['Clown Eyes Blue', 'Purple Lipstick', 'Wild Hair']",8552,,
5469,Female,Light-skinned,4,"['Black Lipstick', 'Blue Eye Shadow', 'Earring', 'Stringy Hair']",5701,,
5470,Male,Dark-skinned,2,"['Cigarette', 'Wild Hair']",9587,,0x7797Cf
5471,Female,Light-skinned,3,"['3D Glasses', 'Earring', 'Wild Hair']",6507,['Hidden Earring'],0x3dDE27
5472,Male,Albino-skinned,2,"['Mohawk Thin', 'Nerd Glasses']",9227,,0x6F4A2d
5473,Male,Light-skinned,3,"['Hoodie', 'Pipe', 'Shadow Beard']",4923,,0x670D75
5474,Female,Light-skinned,2,"['Blonde Short', 'Blue Eye Shadow']",1117,,0xCC7C33
5475,Male,Dark-skinned,3,"['Earring', 'Peak Spike', 'VR']",7630,,0xE30161
5476,Male,Light-skinned,2,"['Big Beard', 'Messy Hair']",1870,,0x24582f
5477,Male,Light-skinned,4,"['Chinstrap', 'Earring', 'Mohawk Thin', 'Rosy Cheeks']",1031,,0x303052
5478,Male,Mid-skinned,2,"['Normal Beard', 'Top Hat']",809,,0x577eBC
5479,Male,Mid-skinned,3,"['Cigarette', 'Earring', 'Police Cap']",4073,,0xCC7C33
5480,Male,Mid-skinned,2,"['Purple Hair', 'Small Shades']",3222,,0x0a690B
5481,Female,Mid-skinned,3,"['Clown Eyes Blue', 'Mohawk', 'Purple Lipstick']",8524,,0xa25803
5482,Male,Mid-skinned,2,"['Handlebars', 'Knitted Cap']",5552,,0x69d494
5483,Male,Light-skinned,2,"['Chinstrap', 'Wild Hair']",6239,,0x7a341c
5484,Male,Light-skinned,3,"['Big Shades', 'Cap Forward', 'Mustache']",4643,,0xD16d91
5485,Female,Mid-skinned,3,"['Clown Eyes Green', 'Mohawk Dark', 'Purple Lipstick']",8364,,0x5Ff57F
5486,Male,Dark-skinned,5,"['Earring', 'Eye Patch', 'Hoodie', 'Muttonchops', 'Vape']",3309,['Hidden Earring'],0xb4Bb41
5487,Male,Mid-skinned,2,"['3D Glasses', 'Police Cap']",3969,,0x9e1E40
5488,Male,Light-skinned,3,"['Eye Patch', 'Mustache', 'Police Cap']",3974,,0x3BE89b
5489,Zombie,Zombie-skinned,1,['Fedora'],489,,0x66c7A7
5490,Female,Dark-skinned,4,"['Half Shaved', 'Hot Lipstick', 'Mole', 'VR']",2143,['Hidden Mole'],0xBA0c68
5491,Male,Dark-skinned,2,"['Police Cap', 'Smile']",3915,,0xEf768E
5492,Female,Mid-skinned,2,"['Frumpy Hair', 'Rosy Cheeks']",1081,,0xaf0Aff
5493,Female,Dark-skinned,4,"['Classic Shades', 'Pigtails', 'Pipe', 'Purple Lipstick']",596,,0x577eBC
5494,Male,Mid-skinned,3,"['Earring', 'Normal Beard Black', 'Stringy Hair']",6893,,0xeeC64a
5495,Male,Light-skinned,3,"['Chinstrap', 'Fedora', 'Mole']",3792,['Hidden Mole'],0xa25803
5496,Female,Light-skinned,2,"['Big Shades', 'Tassle Hat']",3702,,0xCffC33
5497,Female,Dark-skinned,4,"['Cigarette', 'Earring', 'Purple Lipstick', 'Straight Hair Blonde']",1708,['Hidden Earring'],0xDde8DF
